"User","Start","End","FirstChapter","LastChapter","Days","Dead","Late","Delay"
"jEzzy mISt-miSSy",11-07-05,11-07-05,30,30,0,TRUE,TRUE,0
"JF123",11-02-23,11-02-23,67,67,0,TRUE,TRUE,11
"J Grim",10-09-27,10-09-27,14,14,0,TRUE,FALSE,1
"J.H",10-04-09,10-04-09,1,1,0,TRUE,FALSE,0
"Jhallel",11-03-05,11-03-05,5,6,0,TRUE,TRUE,6
"jhautefaye",10-03-10,10-04-04,5,10,25,TRUE,FALSE,4
"j hellfire",10-03-11,10-05-11,1,20,61,TRUE,FALSE,7
"jhilary",11-12-14,11-12-14,1,1,0,TRUE,TRUE,0
"jhonc",10-03-31,10-09-05,9,46,158,TRUE,FALSE,20
"Jibril Mudo",12-01-14,12-01-14,28,28,0,TRUE,TRUE,1
"Jiece Reno",10-05-03,10-08-28,18,42,117,TRUE,FALSE,9
"Jillerbug",13-03-18,13-03-18,64,65,0,TRUE,TRUE,10
"Jillian A.K",11-05-29,12-03-16,63,26,292,TRUE,TRUE,11
"Jillian Vermilion",10-08-07,10-08-07,37,37,0,TRUE,FALSE,14
"Jim",10-07-26,12-09-06,32,10,773,TRUE,FALSE,4
"Jimbocous",10-05-13,11-02-26,20,70,289,TRUE,FALSE,42
"jimbowe",10-03-17,10-03-17,6,6,0,TRUE,FALSE,6
"jimhouston52",11-06-05,11-06-05,5,5,0,TRUE,TRUE,9
"Jiminy Cricket",10-06-01,10-06-01,1,1,0,TRUE,FALSE,0
"Jimmy",11-10-28,11-10-28,77,77,0,TRUE,TRUE,187
"Jim Starluck",10-04-03,10-06-26,10,27,84,TRUE,FALSE,7
"Jinny",12-12-15,12-12-15,1,1,0,TRUE,TRUE,0
"Jinx of the 2nd Law",10-04-07,10-06-18,10,26,72,TRUE,FALSE,11
"Jiopaba",11-12-22,11-12-22,64,64,0,TRUE,TRUE,0
"Jiraya K",12-03-12,12-03-16,78,79,4,TRUE,TRUE,7
"jj",10-04-03,10-04-03,10,10,0,TRUE,FALSE,4
"jjack0310",10-03-18,10-03-18,6,6,0,TRUE,FALSE,6
"jjayjjayded",10-11-25,10-11-25,61,61,0,TRUE,FALSE,2
"jjeeff185",10-03-26,10-04-15,7,16,20,TRUE,FALSE,10
"jjj",10-06-29,10-06-29,5,5,0,TRUE,FALSE,9
"jjjjjjjjjj",12-03-27,12-03-27,81,81,0,TRUE,TRUE,7
"jjl2357",12-04-04,12-04-04,82,82,0,TRUE,TRUE,1
"jjones987",11-09-20,11-09-20,76,76,0,TRUE,TRUE,3
"J-Kid",10-03-01,10-12-12,3,63,286,TRUE,FALSE,36
"JKL",10-05-24,10-05-24,21,21,0,TRUE,FALSE,20
"jkulibert2",11-02-11,11-02-11,4,4,0,TRUE,TRUE,5
"JLawrence Kenny",12-03-18,12-03-18,79,79,0,TRUE,TRUE,7
"jlive",10-08-22,10-08-22,10,10,0,TRUE,FALSE,4
"JM0RIARTY",10-06-29,10-06-29,27,27,0,TRUE,FALSE,7
"jm",10-04-15,10-04-25,16,17,10,TRUE,FALSE,8
"Jman12394",10-11-10,10-11-10,1,6,0,TRUE,FALSE,6
"jmdakbar",10-03-10,10-04-07,5,11,28,TRUE,FALSE,1
"JMLuna",10-05-08,10-05-17,19,21,9,TRUE,FALSE,20
"Joanna",12-12-22,12-12-22,86,86,0,FALSE,TRUE,5
"JoannaKent",12-09-05,12-09-05,3,4,0,TRUE,TRUE,5
"joannemerriam",11-02-20,11-02-20,69,69,0,TRUE,TRUE,25
"Joarib",10-12-16,11-01-02,1,5,17,TRUE,TRUE,9
"joarib",10-12-29,10-12-29,3,3,0,TRUE,TRUE,2
"jodic",10-06-05,12-03-23,22,80,657,TRUE,FALSE,5
"Joe",10-09-30,11-07-17,45,72,290,TRUE,FALSE,89
"JoeB",12-03-11,12-12-17,76,86,281,FALSE,TRUE,5
"Joe in Australia",12-03-24,12-04-01,80,81,8,TRUE,TRUE,7
"Joel",11-07-06,11-07-11,24,39,5,TRUE,TRUE,0
"Joeluma",11-05-17,11-05-17,71,71,0,TRUE,TRUE,52
"joelwilliamson",10-10-05,10-10-05,48,5,0,TRUE,FALSE,9
"Joern",11-08-29,11-08-29,74,74,0,TRUE,TRUE,3
"Johann",11-09-18,11-09-18,1,1,0,TRUE,TRUE,0
"Johanna",11-08-26,11-08-26,5,5,0,TRUE,TRUE,9
"John",10-10-05,10-10-06,45,2,1,TRUE,FALSE,1
"john",10-10-06,11-02-23,48,64,140,TRUE,FALSE,0
"John A",12-01-08,12-01-08,77,77,0,TRUE,TRUE,187
"Johnay",12-03-14,12-03-14,78,78,0,TRUE,TRUE,4
"JohnGalt",11-03-10,11-03-10,1,1,0,TRUE,TRUE,0
"John Gros",12-12-22,12-12-22,87,87,0,FALSE,TRUE,NA
"JohnJ",11-01-25,11-01-29,68,69,4,TRUE,TRUE,25
"John Jabusch",11-01-17,11-01-17,67,67,0,TRUE,TRUE,11
"John K",11-02-10,11-02-10,1,1,0,TRUE,TRUE,0
"john l",10-06-26,10-06-26,27,27,0,TRUE,FALSE,7
"Johnly",10-11-27,10-11-27,62,62,0,TRUE,TRUE,1
"johnny o binome",10-03-12,10-03-12,5,5,0,TRUE,FALSE,9
"Johnny-on-the-spot",10-04-10,10-04-10,13,13,0,TRUE,FALSE,1
"johnpual",13-02-14,13-02-14,1,5,0,TRUE,TRUE,9
"JohnSmith",11-02-23,11-02-23,62,62,0,TRUE,TRUE,1
"John Smith",11-04-28,12-04-18,71,85,356,FALSE,TRUE,243
"John Sparta",11-06-20,11-06-20,6,6,0,TRUE,TRUE,6
"Johntitor62",10-11-06,10-11-06,54,54,0,TRUE,FALSE,7
"John Wasp",10-08-28,10-08-28,42,42,0,TRUE,FALSE,9
"jojo",11-07-18,11-07-18,72,72,0,TRUE,TRUE,89
"jojobevco",10-03-11,10-05-09,5,19,59,TRUE,FALSE,2
"Jollybird",10-03-07,10-03-07,4,4,0,TRUE,FALSE,5
"jollygreendragon",11-04-05,12-03-23,71,80,353,TRUE,TRUE,5
"JoLuna",12-07-18,12-07-18,1,2,0,TRUE,TRUE,1
"Jon",11-12-25,11-12-29,77,1,4,TRUE,TRUE,0
"jon58840",11-09-02,11-09-02,13,13,0,TRUE,TRUE,1
"Jonakhensu",11-10-12,11-10-12,14,7,0,TRUE,TRUE,3
"Jonathan",10-07-05,11-09-03,7,76,425,TRUE,FALSE,3
"Jonathan Beall",11-01-13,11-01-13,66,66,0,TRUE,TRUE,0
"Jonathan Gatewood",10-05-03,10-05-03,18,18,0,TRUE,FALSE,5
"Jonathan Graehl",11-03-23,11-03-23,70,70,0,TRUE,TRUE,42
"Jonathan H",10-08-26,10-08-26,41,41,0,TRUE,FALSE,1
"Jonathan Schattke",10-10-25,10-11-27,54,62,33,TRUE,FALSE,1
"Jonathan Wallis",11-04-01,11-04-01,70,70,0,TRUE,TRUE,42
"JonathLee",10-07-11,10-07-11,31,31,0,TRUE,FALSE,15
"JonBastardSnow",11-06-27,11-09-04,72,76,69,TRUE,TRUE,3
"jonbeer1",12-12-05,12-12-05,1,1,0,TRUE,TRUE,0
"Jon-Berry",10-04-24,10-11-25,17,61,215,TRUE,FALSE,2
"Jones",12-03-11,12-03-11,78,78,0,TRUE,TRUE,4
"jonez227",10-03-24,10-03-24,7,7,0,TRUE,FALSE,3
"jonh73",10-05-03,10-05-03,18,18,0,TRUE,FALSE,5
"Jonii",10-04-15,10-04-15,16,16,0,TRUE,FALSE,10
"Jonny Napalm",12-03-27,12-04-17,81,85,21,FALSE,TRUE,243
"Jonshine",11-05-30,11-05-30,72,72,0,TRUE,TRUE,89
"Jonuts",12-04-19,12-04-19,85,85,0,FALSE,TRUE,243
"JordieFan",10-04-11,10-04-11,13,13,0,TRUE,FALSE,1
"Jorlem",10-04-12,10-04-12,15,15,0,TRUE,FALSE,2
"Joseph",12-10-20,12-10-20,1,1,0,TRUE,TRUE,0
"Josephine Perry",11-06-20,11-06-20,72,72,0,TRUE,TRUE,89
"Josh",11-01-14,11-01-14,1,1,0,TRUE,TRUE,0
"josh148513",10-11-01,12-03-23,1,80,508,TRUE,FALSE,5
"joshawa",12-03-22,12-03-22,80,80,0,TRUE,TRUE,5
"Joshua Basler",12-03-19,12-03-19,79,79,0,TRUE,TRUE,7
"JoshuaZ",10-04-12,12-04-17,15,85,736,FALSE,FALSE,243
"Jos Visser",12-03-17,12-03-17,1,1,0,TRUE,TRUE,0
"JourneyFawkes",10-11-30,10-11-30,1,1,0,TRUE,TRUE,0
"Jous",10-04-07,10-04-07,11,11,0,TRUE,FALSE,1
"jouve25",10-03-16,10-10-07,5,49,205,TRUE,FALSE,8
"jovan schnee",10-03-09,10-03-09,5,5,0,TRUE,FALSE,9
"JoyceVivianScott",11-01-09,11-01-09,65,65,0,TRUE,TRUE,10
"Jozern",11-01-05,11-01-05,15,15,0,TRUE,TRUE,2
"JP",12-02-06,12-02-06,1,1,0,TRUE,TRUE,0
"J. Palmgren",10-04-10,10-04-10,13,13,0,TRUE,FALSE,1
"jpaulson",12-03-11,12-04-11,78,84,31,FALSE,TRUE,7
"jpdt19",10-03-10,10-04-06,5,10,27,TRUE,FALSE,4
"jphaas",11-04-15,11-04-15,71,71,0,TRUE,TRUE,52
"JPut",11-12-13,12-01-20,77,77,38,TRUE,TRUE,187
"J-Put",12-03-22,12-03-22,80,80,0,TRUE,TRUE,5
"J.R",11-08-04,11-08-04,1,1,0,TRUE,TRUE,0
"jrp",10-04-02,10-07-11,9,31,100,TRUE,FALSE,15
"jrrt",11-04-06,11-04-06,1,1,0,TRUE,TRUE,0
"jschmoe",12-01-18,12-01-23,77,77,5,TRUE,TRUE,187
"jseah",12-03-22,12-03-22,80,80,0,TRUE,TRUE,5
"jsopenshaw",11-04-24,11-04-24,6,6,0,TRUE,TRUE,6
"jtheory",11-08-24,11-08-24,73,73,0,TRUE,TRUE,4
"JTK",10-07-25,10-09-05,32,46,42,TRUE,FALSE,20
"jtptan",10-03-21,10-04-11,6,13,21,TRUE,FALSE,1
"jtz",12-05-21,12-05-21,4,4,0,TRUE,TRUE,5
"juanriccio",11-10-09,11-10-09,1,1,0,TRUE,TRUE,0
"Judah",10-03-24,11-08-25,7,73,519,TRUE,FALSE,4
"JudgeMingus",10-11-29,11-01-04,63,65,36,TRUE,TRUE,10
"judy",10-04-21,10-04-21,4,4,0,TRUE,FALSE,5
"juicy club",12-12-11,12-12-11,1,1,0,TRUE,TRUE,0
"Juicy Hooligan",13-03-09,13-03-09,1,1,0,TRUE,TRUE,0
"jujujgerboo",11-09-26,11-09-26,74,74,0,TRUE,TRUE,3
"Jules.LT",13-05-14,13-05-14,6,6,0,TRUE,TRUE,6
"Julia Caesaris",12-03-25,13-02-01,80,86,313,FALSE,TRUE,5
"Julian Carax",10-04-06,10-04-06,10,10,0,TRUE,FALSE,4
"Julian Delphiki",11-09-22,11-09-22,77,77,0,TRUE,TRUE,187
"Juliane",10-03-11,10-03-11,5,5,0,TRUE,FALSE,9
"Julian Morrison",10-05-07,10-09-05,19,45,121,TRUE,FALSE,0
"Julia Wise",11-07-24,11-07-26,31,6,2,TRUE,TRUE,6
"Julie",11-06-02,11-06-02,26,26,0,TRUE,TRUE,11
"Julienne",10-12-02,11-01-21,63,67,50,TRUE,TRUE,11
"Juliette Schack",11-09-24,11-09-24,18,18,0,TRUE,TRUE,5
"Julie Winchester",12-10-30,12-10-30,5,5,0,TRUE,TRUE,9
"June22",10-03-16,10-04-04,5,10,19,TRUE,FALSE,4
"Junkie",10-06-30,10-06-30,27,27,0,TRUE,FALSE,7
"Junky",11-05-05,11-12-21,71,77,230,TRUE,TRUE,187
"JunoMagic",10-10-28,10-10-28,2,2,0,TRUE,FALSE,1
"jupimako",10-07-28,10-07-28,32,32,0,TRUE,FALSE,6
"Juryu",10-12-10,10-12-10,62,62,0,TRUE,TRUE,1
"JustAGuy",10-03-31,10-03-31,8,8,0,TRUE,FALSE,5
"Just a guy",10-09-05,10-09-05,20,20,0,TRUE,FALSE,7
"Just another random",11-01-07,11-01-07,64,64,0,TRUE,TRUE,0
"just another reader",12-02-23,12-02-23,24,24,0,TRUE,TRUE,2
"Just a quick correction",11-05-31,11-05-31,36,36,0,TRUE,TRUE,0
"Just a review",12-07-20,12-07-20,12,12,0,TRUE,TRUE,2
"JustaTVBookworm",12-04-09,12-04-09,83,83,0,FALSE,TRUE,6
"Just Awesome Like That",11-03-24,11-08-29,43,74,158,TRUE,TRUE,3
"justbin",10-03-11,10-03-11,5,5,0,TRUE,FALSE,9
"Justin",11-07-31,11-07-31,2,2,0,TRUE,TRUE,1
"Justin G",11-01-22,11-01-22,67,67,0,TRUE,TRUE,11
"justjoy",12-04-04,12-04-04,82,82,0,TRUE,TRUE,1
"just.like.jess",10-08-26,10-08-26,41,41,0,TRUE,FALSE,1
"just me",11-02-23,11-02-23,70,70,0,TRUE,TRUE,42
"justmeagaininpink",12-10-04,12-10-04,5,8,0,TRUE,TRUE,5
"Just noticed",10-05-03,10-05-03,18,18,0,TRUE,FALSE,5
"JustSomeGuy",10-09-25,12-01-24,47,76,486,TRUE,FALSE,3
"just some guy you know",11-01-06,11-01-06,65,65,0,TRUE,TRUE,10
"justthelittlethings",13-03-03,13-03-03,11,11,0,TRUE,TRUE,1
"Just trying to be helpful",10-08-29,10-08-29,42,42,0,TRUE,FALSE,9
"justvisiting",12-10-31,12-10-31,5,5,0,TRUE,TRUE,9
"Just wait a second",11-12-24,11-12-24,17,17,0,TRUE,TRUE,8
"justwanttocomment",10-12-19,10-12-19,39,39,0,TRUE,TRUE,0
"Juta Rainyt",12-05-22,12-05-22,85,85,0,FALSE,TRUE,243
"JVB",11-05-08,11-05-08,23,23,0,TRUE,TRUE,4
"jw",12-04-04,12-04-04,83,83,0,FALSE,TRUE,6
"JWWells",11-10-16,11-10-16,77,77,0,TRUE,TRUE,187
"Jymn",11-10-21,12-03-28,39,80,159,TRUE,TRUE,5
"k1000a92",10-11-29,10-11-29,63,63,0,TRUE,TRUE,36
"K",11-01-03,12-04-11,63,84,464,FALSE,TRUE,7
"k9angel",13-02-27,13-02-27,2,2,0,TRUE,TRUE,1
"kaazmiz",13-01-09,13-01-09,87,87,0,FALSE,TRUE,NA
"kadayao",10-04-22,10-04-22,16,16,0,TRUE,FALSE,10
"Kadlubowska",13-04-08,13-04-08,17,17,0,TRUE,TRUE,8
"Kadmos",11-01-04,11-01-04,5,5,0,TRUE,TRUE,9
"Kadorienne",10-05-16,10-05-16,11,20,0,TRUE,FALSE,7
"Kaeim",10-03-30,10-03-30,8,8,0,TRUE,FALSE,5
"kaek",12-05-23,12-05-23,1,1,0,TRUE,TRUE,0
"Kaerion",10-04-11,10-04-11,14,14,0,TRUE,FALSE,1
"KafeiDetour",10-03-31,10-03-31,8,8,0,TRUE,FALSE,5
"Kage",11-11-25,11-11-25,77,77,0,TRUE,TRUE,187
"Kageshimaru",10-04-05,10-06-29,10,27,85,TRUE,FALSE,7
"Kagi",10-07-07,10-07-07,5,5,0,TRUE,FALSE,9
"KAHNDetective27",11-06-14,11-06-20,5,51,6,TRUE,TRUE,1
"Kai Dragoon",10-10-27,10-10-27,52,52,0,TRUE,FALSE,0
"kail",10-03-14,10-05-18,5,21,65,TRUE,FALSE,20
"Kaisis",10-10-23,12-03-17,51,79,511,TRUE,FALSE,7
"kaiyotic",12-09-28,12-09-28,18,18,0,TRUE,TRUE,5
"Kaiyt",10-11-20,10-11-20,2,2,0,TRUE,FALSE,1
"KajitaniEizan",12-07-03,12-12-19,16,86,169,FALSE,TRUE,5
"kakura sagami",10-04-11,10-04-11,14,14,0,TRUE,FALSE,1
"Kalaras",10-04-02,10-05-10,9,20,38,TRUE,FALSE,7
"kalei",10-10-30,10-10-30,20,20,0,TRUE,FALSE,7
"Kaleidoscope",10-09-27,10-09-27,47,47,0,TRUE,FALSE,10
"Kalen Darkmoon",10-08-07,10-08-07,5,5,0,TRUE,FALSE,9
"Kali Kalisto",12-06-18,12-06-18,1,1,0,TRUE,TRUE,0
"Kali Ravel",11-07-26,11-07-26,5,5,0,TRUE,TRUE,9
"Kali Rose",11-10-15,11-10-15,20,20,0,TRUE,TRUE,7
"Kalisko",10-04-08,10-11-26,11,61,232,TRUE,FALSE,2
"Kallio",12-04-10,12-04-10,84,84,0,FALSE,TRUE,7
"Kalorlo",10-08-27,10-08-27,41,41,0,TRUE,FALSE,1
"Kamen Rider Fourze",10-12-13,10-12-13,18,18,0,TRUE,TRUE,5
"Kame-tan",10-12-15,10-12-15,63,63,0,TRUE,TRUE,36
"Kamu",10-04-13,10-04-13,15,15,0,TRUE,FALSE,2
"kanayawest",11-08-13,11-08-13,1,5,0,TRUE,TRUE,9
"Kaneta",10-10-08,10-10-08,49,49,0,TRUE,FALSE,8
"KaoruAoiShiho",11-04-07,11-04-07,71,71,0,TRUE,TRUE,52
"kaoslord1982",11-12-13,11-12-13,77,77,0,TRUE,TRUE,187
"Kaos McPunchfist",13-05-13,13-05-13,8,8,0,TRUE,TRUE,5
"Kaouthakis",11-02-23,11-02-23,70,70,0,TRUE,TRUE,42
"kara",10-05-02,10-05-08,18,19,6,TRUE,FALSE,2
"karamandu",11-11-28,11-11-28,77,77,0,TRUE,TRUE,187
"karekid2004",10-03-30,10-04-11,8,14,12,TRUE,FALSE,1
"Karen1216",12-12-16,12-12-16,10,19,0,TRUE,TRUE,2
"Karen",11-07-29,11-07-29,5,5,0,TRUE,TRUE,9
"Karg42",10-04-26,10-09-05,17,44,132,TRUE,FALSE,0
"Kari",10-09-26,10-09-26,47,47,0,TRUE,FALSE,10
"karinms",10-10-24,10-10-24,5,5,0,TRUE,FALSE,9
"Karmic Acumen",11-09-09,11-09-09,73,73,0,TRUE,TRUE,4
"Karnen",10-03-21,11-01-05,6,64,290,TRUE,FALSE,0
"Karrin Blue",11-09-29,11-09-29,76,76,0,TRUE,TRUE,3
"Karsus",10-10-07,10-10-07,11,49,0,TRUE,FALSE,8
"Kasanra",10-06-05,11-02-13,22,5,253,TRUE,FALSE,9
"Kat",10-08-01,11-02-19,33,69,202,TRUE,FALSE,25
"kat",12-04-27,12-04-27,4,4,0,TRUE,TRUE,5
"Kat969",11-06-01,11-06-01,51,51,0,TRUE,TRUE,1
"Katamabob",10-03-19,10-06-11,6,24,84,TRUE,FALSE,2
"Katara97",10-03-14,10-06-05,5,22,83,TRUE,FALSE,1
"Katar Jin",11-06-25,11-06-25,67,67,0,TRUE,TRUE,11
"Katayun",11-08-20,11-08-20,70,70,0,TRUE,TRUE,42
"katchin05",13-03-19,13-03-19,10,10,0,TRUE,TRUE,4
"Kate",10-06-12,11-02-23,19,70,256,TRUE,FALSE,42
"kate",10-04-10,10-04-10,13,13,0,TRUE,FALSE,1
"katerad4",11-03-11,11-03-11,1,1,0,TRUE,TRUE,0
"Katharine",12-02-04,12-02-04,72,72,0,TRUE,TRUE,89
"Katharine Silvershade",12-03-15,12-12-22,79,87,282,FALSE,TRUE,NA
"KatheeHDS",10-07-08,12-03-22,29,80,623,TRUE,FALSE,5
"Kathleen",10-04-24,11-03-15,17,70,325,TRUE,FALSE,42
"katie",10-05-20,10-05-20,5,5,0,TRUE,FALSE,9
"Katie",11-05-04,11-05-04,71,71,0,TRUE,TRUE,52
"Katio",10-09-26,10-09-29,5,47,3,TRUE,FALSE,10
"Katkiller-V",11-01-28,11-01-28,69,69,0,TRUE,TRUE,25
"Kat-Knife",13-05-07,13-05-07,87,87,0,FALSE,TRUE,NA
"Katlyn",10-06-06,10-06-06,23,23,0,TRUE,FALSE,4
"Katsheswims",10-04-14,10-04-14,16,16,0,TRUE,FALSE,10
"katsmiles115",10-05-17,10-05-17,21,21,0,TRUE,FALSE,20
"KatTastic",10-04-02,10-04-02,9,9,0,TRUE,FALSE,3
"kattastic999",12-04-03,12-04-18,20,85,15,FALSE,TRUE,243
"Katy Williams",11-07-08,11-07-08,10,7,0,TRUE,TRUE,3
"Kauvou",11-09-19,11-09-19,5,5,0,TRUE,TRUE,9
"KawaiiAlpaca",11-09-28,11-09-28,1,1,0,TRUE,TRUE,0
"KawaiiCherryStar",11-01-25,11-01-25,2,2,0,TRUE,TRUE,1
"kawasai",10-11-14,10-11-14,58,58,0,TRUE,FALSE,13
"kaworu nagisa",11-06-22,11-06-22,72,72,0,TRUE,TRUE,89
"Kay",10-11-14,12-02-11,2,24,454,TRUE,FALSE,2
"kayamira",12-10-30,12-10-30,5,5,0,TRUE,TRUE,9
"Kayla 44",11-07-26,11-07-26,5,5,0,TRUE,TRUE,9
"Kayla Childs",12-02-23,12-02-23,77,77,0,TRUE,TRUE,187
"kaylee-jane-potter",10-03-10,10-03-10,5,5,0,TRUE,FALSE,9
"Kayleigh",12-01-06,12-01-06,1,1,0,TRUE,TRUE,0
"Kayleigh-DT",12-02-11,12-02-11,77,77,0,TRUE,TRUE,187
"Kaylen Cooper",12-06-17,12-06-17,85,85,0,FALSE,TRUE,243
"Kaz",12-03-12,12-03-12,78,78,0,TRUE,TRUE,4
"kazemaru gin",12-10-16,12-12-22,85,87,67,FALSE,TRUE,NA
"kaztsar",10-04-07,10-04-07,1,1,0,TRUE,FALSE,0
"Kazuma",10-03-31,10-03-31,9,9,0,TRUE,FALSE,3
"KC",11-02-23,11-02-23,64,64,0,TRUE,TRUE,0
"kclicked",10-09-06,10-09-06,43,43,0,TRUE,FALSE,0
"Kd7sov",11-02-24,12-05-01,70,64,432,TRUE,TRUE,0
"KDay2",10-10-14,10-10-14,49,49,0,TRUE,FALSE,8
"kdorian",10-04-04,10-04-26,10,17,22,TRUE,FALSE,8
"KeepCalmLoveSeverus",13-02-19,13-02-19,1,1,0,TRUE,TRUE,0
"keeperofcoldtoes",11-05-24,11-08-28,71,74,96,TRUE,TRUE,3
"Kehlen",10-04-13,10-04-13,5,7,0,TRUE,FALSE,3
"keichiku",10-08-17,10-08-17,34,34,0,TRUE,FALSE,6
"keikii",11-02-07,11-02-07,69,69,0,TRUE,TRUE,25
"Keimarios",10-11-07,11-02-14,58,59,99,TRUE,FALSE,0
"keiranhalcyon2010",10-08-24,10-08-24,40,40,0,TRUE,FALSE,5
"Keiren-Kun89",11-01-13,11-01-14,4,30,1,TRUE,TRUE,0
"Keith",11-02-04,13-03-13,69,39,768,TRUE,TRUE,0
"Keldin",10-03-15,10-04-10,5,13,26,TRUE,FALSE,1
"Keleri",10-04-15,10-04-15,11,9,0,TRUE,FALSE,3
"kellerjoshua6",12-12-26,12-12-26,85,85,0,FALSE,TRUE,243
"KelliniPenguini",11-01-15,11-01-15,29,29,0,TRUE,TRUE,6
"Kell Shock",10-05-23,10-05-23,5,5,0,TRUE,FALSE,9
"Kelly",11-09-12,12-03-04,77,77,174,TRUE,TRUE,187
"Kelnius",12-11-21,12-11-21,1,1,0,TRUE,TRUE,0
"kelpy",10-10-05,10-10-05,48,48,0,TRUE,FALSE,2
"Kelsey",11-10-08,12-01-28,5,77,112,TRUE,TRUE,187
"Kelsey Carter",11-10-08,11-10-08,5,5,0,TRUE,TRUE,9
"Kel Thunderfist",10-09-14,10-09-14,46,46,0,TRUE,FALSE,20
"Kelvin Harristar",13-01-31,13-01-31,87,87,0,FALSE,TRUE,NA
"Kempe",10-11-06,10-11-06,56,56,0,TRUE,FALSE,6
"Ken",10-06-10,11-04-30,23,64,324,TRUE,FALSE,0
"KenAR",10-10-07,10-11-07,49,58,31,TRUE,FALSE,13
"Kendall",11-08-26,11-08-26,1,1,0,TRUE,TRUE,0
"Kendra",12-06-06,12-06-10,1,9,4,TRUE,TRUE,3
"KenF",10-03-09,10-03-09,5,5,0,TRUE,FALSE,9
"kenlon",10-09-09,10-10-07,39,49,28,TRUE,FALSE,8
"Kenneth",11-10-21,11-10-21,64,64,0,TRUE,TRUE,0
"kennykiller",10-04-03,10-04-03,10,10,0,TRUE,FALSE,4
"KenR",10-09-07,10-09-07,46,46,0,TRUE,FALSE,20
"Kensu",10-11-01,10-11-01,56,56,0,TRUE,FALSE,6
"Kent",11-06-29,11-06-29,72,72,0,TRUE,TRUE,89
"Keolah",12-04-11,12-04-11,5,5,0,TRUE,TRUE,9
"Kerensky287",10-09-25,10-10-03,45,37,8,TRUE,FALSE,14
"Kerguelen Heir",12-10-06,12-10-06,85,85,0,FALSE,TRUE,243
"Kerlis130",12-11-23,12-11-23,5,5,0,TRUE,TRUE,9
"Kerr Avonsen",11-02-27,11-02-27,11,7,0,TRUE,TRUE,3
"Kes",10-09-30,10-09-30,43,43,0,TRUE,FALSE,0
"Ketch117",11-05-25,11-05-25,12,12,0,TRUE,TRUE,2
"Kettricken",10-12-23,10-12-23,63,63,0,TRUE,TRUE,36
"kevin",10-10-05,10-10-05,48,48,0,TRUE,FALSE,2
"KEVIN",11-02-22,11-02-22,70,70,0,TRUE,TRUE,42
"Kevin",11-04-11,11-04-11,23,23,0,TRUE,TRUE,4
"Kevin Baker",12-07-16,12-07-16,19,19,0,TRUE,TRUE,2
"Kevin Barry",11-09-23,11-09-23,77,77,0,TRUE,TRUE,187
"Kevin Schultz",10-04-10,10-04-10,13,13,0,TRUE,FALSE,1
"Kevin S. Van Horn",10-07-24,11-04-05,14,71,255,TRUE,FALSE,52
"kewangji",10-10-07,11-09-02,49,75,330,TRUE,FALSE,3
"Kewangji",10-10-24,10-10-25,51,54,1,TRUE,FALSE,7
"kewr69",10-03-18,10-04-02,6,9,15,TRUE,FALSE,3
"keystoneofscience",11-09-23,11-09-23,64,64,0,TRUE,TRUE,0
"Key the Metal Idol",10-05-02,10-05-02,18,18,0,TRUE,FALSE,5
"KGB",10-03-24,12-04-21,7,85,759,FALSE,FALSE,243
"Khadon",10-06-05,11-08-28,18,74,449,TRUE,FALSE,3
"Kharanax",11-02-17,11-02-17,69,69,0,TRUE,TRUE,25
"khushrenada",11-04-21,11-04-21,1,1,0,TRUE,TRUE,0
"Kiara",11-10-29,11-10-29,77,77,0,TRUE,TRUE,187
"KickAir 8P",11-09-04,11-11-14,76,75,71,TRUE,TRUE,3
"Kida Linh",12-08-14,12-08-14,64,64,0,TRUE,TRUE,0
"Kidate",10-11-07,10-11-07,57,57,0,TRUE,FALSE,1
"Kiirei",10-03-09,10-03-31,5,9,22,TRUE,FALSE,3
"Kiitah-Khan",11-09-27,11-09-27,77,77,0,TRUE,TRUE,187
"kiki",10-10-18,10-10-18,50,50,0,TRUE,FALSE,8
"Kila9Nishika",11-07-08,11-07-08,19,19,0,TRUE,TRUE,2
"k.i.lich10",10-12-28,10-12-28,5,5,0,TRUE,TRUE,9
"Killingmemory",11-08-02,11-08-02,7,7,0,TRUE,TRUE,3
"Killmekos",12-12-20,12-12-21,2,6,1,TRUE,TRUE,6
"Kilmer",10-08-27,10-08-27,42,42,0,TRUE,FALSE,9
"Kilted",10-04-09,10-04-10,5,13,1,TRUE,FALSE,1
"Kim",12-10-02,12-10-02,42,42,0,TRUE,TRUE,9
"Kimi",11-06-02,11-06-02,7,7,0,TRUE,TRUE,3
"Kim S",12-10-02,12-10-02,2,2,0,TRUE,TRUE,1
"Kim Starley",10-08-15,10-08-15,37,37,0,TRUE,FALSE,14
"kinda evil",10-06-27,11-01-28,27,69,215,TRUE,FALSE,25
"King Critter",11-08-16,11-08-16,72,72,0,TRUE,TRUE,89
"KingCritter",11-09-04,11-09-04,76,76,0,TRUE,TRUE,3
"Kingnick",12-08-02,12-08-02,2,2,0,TRUE,TRUE,1
"kingsharkman",12-06-21,12-06-21,22,22,0,TRUE,TRUE,1
"Kin Pandun",10-04-11,10-04-11,13,13,0,TRUE,FALSE,1
"kira66",10-11-20,10-11-20,17,60,0,TRUE,FALSE,5
"kiramyo",11-08-27,11-08-27,73,73,0,TRUE,TRUE,4
